12423	13902	12702	14026
1518	14470	12569	15248
4600	13863	12425	14465
12151	13885	13739	16536
12266	14117	13063	15383
12424	13181	7136	13274
11522	15343	15111	15611
8225	14435	14230	16011
2361	2145	11941	13146
12153	12160	11607	13352
11825	12159	12897	13114
3817	12754	14454	16226
11708	12339	12133	12554
8248	13626	12983	14924
12448	12606	11908	14036
2001	1594	13436	13761
1100	12085	11488	13528
11843	11918	13062	15460
12912	10303	14754	15356
7931	13555	13513	14958
2648	12645	2769	13111
12025	12640	11672	13964
5816	12954	5566	13607
12304	13211	4595	15799
11514	11934	12511	14740
10407	13552	11922	15403
11947	1686	13772	13927
8300	13530	12566	15736
11953	13521	12400	15214
12915	13716	4261	14505
1518	15248	1157	16591
11910	2388	13810	14327
9198	13434	13570	15198
10730	13364	11894	15496
13800	14754	10303	15356
11757	12673	11911	16453
13407	14032	12474	16357
8783	12973	12091	14033
2522	13709	13369	14432
2023	11947	1686	13772
13335	13357	11935	16424
12736	13750	12188	14743
9158	12728	12668	13421
10013	9466	9726	11961
10013	9726	9883	11961
4782	13192	4686	15813
12702	13902	7486	14026
8996	13094	12671	13572
8996	9272	13094	13572
9257	12925	13346	13691
3415	14133	13127	14361
12348	13062	11918	15460
3269	13047	12199	14551
11619	12236	12121	13167
1714	1592	13964	14333
14331	16146	12128	16150
4396	12413	13053	13713
12488	2454	14022	14838
10175	10028	13242	13747
7904	13473	12179	13527
2370	12407	2201	13247
12764	13020	7950	13609
12434	13217	9335	15238
12253	10478	13054	13341
11889	14790	12273	16044
10407	11922	10190	15403
2987	12022	12866	13766
12148	14569	11789	16660
13197	15709	12860	15786
11783	12646	12228	14473
12128	16150	16146	16438
12879	13964	1592	14333
15111	15343	11897	15611
13271	14683	737	14723
10407	10190	11922	13552
12126	12791	8001	13457
12185	12188	11699	15582
12159	11713	13114	15498
11664	12215	13184	15802
11625	11905	13248	15497
11868	13831	1475	14661
6061	12009	13897	14627
11637	13054	12453	13142
11587	12011	12212	15646
9198	13434	15198	15877
11546	13019	12045	13745
12151	12613	13885	16536
11699	15054	13026	16267
11889	13320	13091	16044
7087	12638	6164	14116
11919	13061	12454	14094
11573	14226	13028	15972
5988	13041	11925	14586
4782	4919	13192	15813
12745	13184	12215	15802
11554	12221	13584	16170
12461	14763	5349	15045
12055	12077	11506	13224
6061	12586	12009	14627
4753	12478	12016	14767
8981	13959	12114	15204
10730	10596	11894	13364
794	6417	12400	13199
2987	12866	12022	13965
9258	9335	13217	15238
6926	12665	6171	15053
12422	12710	2260	15573
11142	13885	13070	14573
3757	14052	12844	14295
3698	12631	13142	14187
4595	12648	12304	13935
11974	13750	12736	14743
11975	13231	5920	13459
12083	14569	12148	16660
8627	12412	13745	15534
11999	11525	13502	15307
12570	14667	12411	15506
8627	13391	12412	15534
13216	14015	10855	14607
12013	13922	11657	15916
11966	12570	12411	15506
8981	12114	9229	15204
6321	7217	6489	12219
6906	7217	6321	12219
12400	13199	6465	14985
1313	12495	12796	15363
3831	4016	13189	14625
2383	12491	12501	14645
10593	10843	12732	13453
12153	13352	11607	14471
10596	11894	10705	13669
8432	8599	12860	14552
4028	12754	12755	14053
3094	12430	13522	14183
2382	12876	12311	15675
9897	12410	9651	15577
8248	8020	13626	14924
12819	14528	13170	16737
2330	13682	12624	14376
8896	12734	12589	14668
10083	14090	12581	15771
8783	12973	14033	16218
4408	4489	12169	15126
12190	13954	12213	15442
680	12698	5706	15803
12378	12766	12026	13984
3652	14339	3782	14970
13257	13455	11964	15807
3974	13932	12504	13945
11941	13146	2145	13910
11927	13054	11669	15767
1475	13367	11868	14661
6899	14556	15061	16136
13789	14250	12785	16385
13571	13668	2886	15318
12195	14339	14144	14970
3050	2886	13571	13668
9597	9282	12955	13836
4398	13093	12660	15743
13070	13885	11934	14573
13091	13320	8811	14228
12148	12708	12083	13380
7020	13181	5560	13274
7265	13575	12370	14731
13028	14226	11963	15972
3633	14522	3387	14716
2561	12311	12876	14067
10596	13552	11894	13669
12119	11528	12241	12745
1924	12422	2260	15573
6275	14328	13198	16096
6736	6753	6653	14482
11919	11823	13061	15009
11924	12631	12453	14127
9364	13252	12294	14161
9667	12322	13121	14715
11769	12766	12378	13984
12860	13197	12020	15709
11617	12010	12357	14563
7865	13735	13638	13823
11725	11974	12736	14743
11699	13026	15054	15804
11947	13772	2023	16034
10233	12439	12171	13435
6417	6667	12400	13199
12009	12586	6061	15362
12190	12213	11704	15442
7857	13712	13099	13807
11684	12155	12211	14189
12537	13680	8762	14176
10364	13122	11962	13725
12375	13453	13016	16395
11781	12385	12000	14290
9903	10088	13128	14179
10593	13453	12732	14418
11910	13810	2388	15389
2873	12626	12143	14147
6275	959	13198	14328
12124	12521	4934	12864
11765	13581	12150	16465
1518	1319	14470	16591
1957	12794	2201	13247
11765	12017	13581	16465
11905	12888	11625	13248
2569	12348	13062	13554
4028	3895	12754	14053
2690	12794	12089	13754
12248	12617	12033	15011
12888	13248	11905	15497
10083	12977	12581	14090
11584	12478	12016	16419
12594	12926	10327	16653
10176	13338	12285	14326
6906	12219	6321	13539
4580	12670	14465	15048
8005	8214	12295	13116
12097	12383	13078	16488
6938	13176	5346	13902
12083	12708	12148	14318
12640	13964	12025	15264
11675	11998	13980	16166
1525	12349	1437	13164
11527	13755	12124	14436
12155	12829	12211	14189
11872	12911	12264	15025
12215	12745	11528	13184
9229	12114	13207	15204
11973	12433	11455	15469
6107	6176	6429	12315
8570	12789	12352	14879
12147	11724	12298	12866
3211	13741	12098	13986
2361	11941	2145	13910
12415	13407	9287	13421
1980	12601	13280	13419
2561	12311	2382	12876
2066	12061	13351	15940
11952	12544	11620	12606
11783	14473	12228	16301
12423	7486	13902	14026
3050	13571	12207	13668
13160	13866	12512	15190
12409	13043	9315	14847
1957	2362	2201	12794
2362	2370	2201	12794
12273	14790	12078	16044
2790	13660	13983	14263
974	695	5728	12758
12304	11593	15510	16217
9826	12437	13676	16050
11974	2183	13750	14743
12704	13039	10156	14414
12002	12562	11537	12574
2649	13254	12535	13535
11999	13502	12134	15307
11791	12030	12237	14136
8765	13577	12202	13671
2001	11974	2183	13750
12073	11865	14812	15228
11856	12489	12321	13473
7804	13807	13229	14228
7339	12665	6926	15053
4028	12754	3817	12755
9826	13820	12437	16050
12121	11584	12522	15505
11872	12911	15025	16517
12682	15082	14073	16207
11592	12831	12230	16379
12151	12318	11706	12874
6370	780	6107	12315
11645	12512	13160	13866
1518	1157	1319	16591
9738	13976	9474	14752
2153	13119	12207	13571
11981	13373	13342	14912
1157	1105	1319	16591
11699	12094	15054	16267
11683	13570	14719	15844
8751	12069	13306	14631
9158	12668	12728	14358
11672	12640	12025	15264
11825	12897	12159	13120
10304	13326	12559	14084
12097	13028	12383	16488
12023	12280	11695	14727
6343	13213	6910	14057
11705	12191	12188	12763
11689	11924	12689	13422
12000	12385	11781	14866
4016	12891	12256	14625
11669	13054	12490	15767
11710	14230	12647	16011
4374	13482	12460	14902
11749	15709	13197	15786
12153	10626	12999	14399
12268	12024	13201	14286
10524	13739	12250	14458
8704	8781	12411	12570
11756	12201	12178	12772
4789	12773	13053	14393
4782	4686	13192	15842
11500	13595	12990	14243
1475	13367	14661	15602
13201	14286	12024	15702
8403	12589	12512	14806
11659	12474	12096	14032
12036	13099	7462	13370
6147	12368	6203	14797
11597	13345	12222	13985
13026	15054	12094	16267
12791	14088	8486	14134
12332	3024	13751	14553
8359	14978	14051	15113
695	12758	1353	15035
13318	13797	11893	15441
11683	14719	12567	15844
11638	14961	12346	16025
11756	12211	12155	12829
12303	13432	12634	15142
3652	3782	14144	14970
11932	12870	12255	13908
1159	889	1516	11925
12253	13054	10507	13915
11597	12295	13345	15386
13356	14591	14462	16234
9826	13676	13820	16050
1052	12796	13160	15190
6203	13942	13046	14797
8198	13577	11911	13726
12196	12198	11744	12755
12124	12505	11968	13755
2113	12501	14457	15151
2241	13227	12264	13475
5312	12461	5400	14763
9152	9667	12322	13121
13028	13078	12383	16488
12736	12918	8224	14113
2430	13593	13273	15433
3633	12487	14522	14716
11925	13041	5988	15003
3974	12504	12939	13945
11744	12198	12196	12771
7707	7136	7361	12424
11496	12871	12442	14028
11786	12206	12205	12774
11839	13455	13257	15807
7047	12841	5532	13138
1129	12441	1301	13521
1386	12801	14108	15602
12024	14286	12268	15702
4625	4396	12413	13053
695	5489	12758	15035
12267	4406	14673	15305
4826	4567	12874	13185
5167	13245	13818	15991
7932	13084	12354	15159
7957	12122	13081	14620
3613	13047	3269	14551
7707	7361	7464	12424
12954	13348	5962	14844
10999	12676	15046	15476
12448	13661	12606	14036
12256	12319	11807	12891
8458	13661	12962	14807
921	12368	5561	15156
8270	12831	13582	14176
12844	11743	14295	15684
12490	13341	10763	14174
5886	5721	13762	16126
13142	14187	12631	14680
7806	13335	11935	16424
12279	12989	10480	14185
6147	6203	13046	14797
12599	15277	12821	15789
2769	13111	14569	14927
8403	12512	12589	14359
3464	12199	3269	13047
2298	12080	13105	15871
11982	12785	13789	14250
1985	13392	1743	13502
13335	14383	13357	16424
3341	13668	13127	14133
2434	13367	13345	14710
8300	12566	14248	15736
12219	12908	6866	14018
8394	13467	12741	14225
12415	12980	8972	14032
12124	13355	4935	14949
6686	6844	6518	12417
9287	13407	8873	13421
4398	12660	4435	15743
735	6147	12368	15156
11774	12084	12670	13014
8382	12112	8591	14560
12360	13056	14280	14680
7957	13914	12122	14620
13599	15244	12481	16402
12133	13365	12554	15256
12045	13019	11546	15222
12002	11537	12562	14770
12594	10668	13787	14500
2105	12839	2692	15161
12266	12550	11825	15383
10983	10945	12564	14426
11638	12456	12346	15907
8861	8751	12069	13306
12087	12889	11494	13938
11696	13365	12133	15256
11696	12133	12554	15256
11924	11669	12631	14127
13689	13875	10609	13885
2319	13905	12061	14304
2940	11994	3159	13270
6275	12699	959	14328
12128	11818	14331	16150
12736	8224	13795	14113
6755	11854	6587	14323
12813	13869	11998	14182
11585	13175	12610	13591
12470	14157	2215	15526
12367	13372	12562	14770
11426	12118	11428	12957
12107	12935	12172	15350
13473	13527	7904	14571
12357	12397	1695	15165
2940	11994	13270	16067
9897	12410	12630	13976
12912	14754	13800	15356
11946	12562	12367	13372
11739	12675	11937	14265
11587	14059	12011	15646
12119	12241	11528	13497
3729	3698	12631	13142
11932	11760	12841	15064
11619	12121	12236	14366
9287	12415	8873	13407
5067	12006	13066	15903
11638	12075	14961	16025
12033	12248	11785	14460
12698	13235	5706	15692
11931	12767	11558	13089
11523	12474	12096	13268
2319	2391	13905	14304
8458	12962	12265	14363
1301	12441	1480	13521
11873	12391	12873	13532
12107	12172	11853	15350
8272	13020	12411	13609
12010	11617	12357	14054
12209	12855	11722	16703
9364	14150	13252	14161
13100	13439	8414	13547
8382	13013	12112	14560
8657	12295	13542	14324
11805	13618	11914	14577
2285	2538	12332	13040
11736	12438	12071	12789
12157	11722	12855	16703
12550	13063	12266	16116
11841	13160	12512	15190
12124	12505	4834	13783
11757	12201	12772	15627
2153	12207	2726	13571
11924	13422	11689	16066
11766	13090	15884	16010
2285	13040	12332	14475
11592	12831	12076	15016
12661	12784	1926	15034
12168	12884	12213	13954
3281	3513	12965	14756
12699	14328	6275	16096
11973	12561	12433	14301
12844	14052	11743	15684
5706	852	5468	13235
680	852	5706	13235
8400	13434	12741	14820
13060	16153	12292	16481
11689	12689	11924	12711
1985	1743	2099	12724
2298	12080	2166	13105
9311	14515	12538	15548
12201	11756	15462	15773
2491	12745	12241	13741
8866	8781	12570	16406
11769	12026	12766	13984
10674	13167	12236	14170
12300	12446	5014	13241
2559	12601	12548	13280
11673	12302	12209	12744
12185	12742	12188	14424
12083	12708	14318	16230
991	1360	11983	15846
10794	14712	12363	15323
14032	16263	12474	16357
6373	6384	991	11983
8570	12352	8364	14879
9055	11988	13675	13676
7902	13626	8020	14924
11994	14052	3456	14293
12598	14624	4565	16220
695	1353	12976	15035
11669	12137	12490	14748
5602	12764	7236	14180
10000	13602	14079	14090
12020	12860	15709	15786
12151	13173	10347	13689
12480	14110	2805	14867
13432	14972	12634	15142
12026	12766	12378	15685
8989	13110	12206	13817
10480	12279	10518	12989
11908	11620	12606	13622
11725	12736	12188	14743
12128	12259	16150	16438
13906	15760	12045	16223
3859	13621	4203	13880
11584	12260	12478	16419
11939	11752	12739	13013
6918	13138	5576	13931
10804	12153	10626	12999
12237	12030	13433	14136
9055	13675	9138	13676
13357	14383	7806	16424
12017	11765	13880	16465
3363	13522	11896	14183
13469	10702	13859	15795
3757	14052	14295	15684
4834	12505	12124	14949
5816	13607	5566	13969
5850	13274	13181	15439
6210	14661	13046	14878
8370	11911	8198	14765
9053	9138	9055	13675
1695	12397	12357	14277
2023	1686	11947	13927
11783	12056	14473	16301
14051	14978	12697	15113
10083	12581	13619	15771
10100	12183	9785	14711
11934	14573	11611	14740
2502	13067	11997	13660
12633	13068	9183	15465
11652	12802	11967	15033
12594	13050	10668	14500
6203	12368	13942	14797
12294	13252	9167	13570
8370	8198	11911	13726
12553	13192	4892	14204
12228	13469	10702	13859
11925	13468	1235	14002
12304	11593	12450	15510
6147	735	12368	14797
9055	9138	9380	13676
12457	12485	11575	15047
11652	11967	12221	13519
12026	12378	15283	15685
5580	12776	1013	13423
11952	12606	11620	13622
9229	12114	8981	13207
11934	13885	11050	14573
12709	16153	13060	16481
5861	5524	5636	12994
12413	13179	12180	13590
13175	15257	12610	16112
12642	14268	3384	14503
6370	6107	6429	12315
12071	12438	11736	12858
12255	12870	11932	15064
8981	9295	13959	15204
12219	6866	13539	14018
10517	13454	12744	14281
8394	12135	13467	14225
8432	8599	8153	12860
10327	12594	10470	12926
8153	8599	8515	12860
8229	12339	12512	15894
2118	13076	12346	13169
12128	12259	11818	16150
3416	13064	12514	14091
12196	12250	11742	12755
11364	11250	11110	12007
11744	12250	12196	12755
11597	13542	12181	16286
13285	13745	11546	16647
11546	13285	12695	13745
11645	13866	13160	15190
9128	8972	12415	12980
4435	12660	14035	15743
10520	13454	10517	14281
12593	12935	1656	14041
12392	12479	11646	13022
3570	12268	13201	14286
8930	8783	8931	12091
8930	8609	8783	12091
12266	11825	14117	15383
13604	13859	10702	15795
8359	12697	14051	14978
8400	12741	13467	14820
11970	6450	15829	16678
12056	13261	11557	14670
9053	9055	11988	13675
8403	8405	12589	14806
4150	11967	13974	15033
11669	12465	12137	14748
9826	13676	12437	16728
5932	12015	5886	13762
10999	12676	12793	15046
4008	3844	13283	13835
2790	13983	12727	14263
12091	12973	8931	14288
9583	12507	12919	13940
921	5561	12368	13484
12159	11878	12897	15038
3570	13201	3744	14286
12188	12742	11705	14424
6911	13011	6317	13445
5417	13229	12868	16652
1874	13085	12321	14046
12562	13372	11946	16696
11522	13674	12245	15111
12237	13433	12664	14136
6317	13011	6595	13445
780	873	6370	6107
11728	11937	12804	16084
1525	12932	13164	16027
11738	12737	11937	12804
12139	13220	14581	15354
11937	12737	11728	12804
3568	12855	12209	13757
2702	2285	2538	12332
2231	12045	2232	13906
7605	7806	11935	16424
2851	2702	2538	12332
2106	2215	14157	15526
14073	15082	12436	16207
12255	13908	12870	15064
7247	6086	12665	14116
12690	9050	13650	13670
9547	12810	12463	15381
9055	9380	11988	13676
5366	13696	11828	13904
9204	9315	12409	13043
1755	13375	1419	15014
12023	11695	12642	14727
11703	12190	13656	13954
12070	14035	11675	16166
11504	14083	11965	14159
11638	12877	12456	15907
10518	12989	12279	14111
11585	12163	12610	13175
12562	16340	13372	16696
13452	14125	12510	14814
12836	13772	1686	13927
11710	12647	14435	16011
8981	9229	9295	15204
3698	14187	13142	14680
5653	13368	11863	14785
8846	13068	14420	14693
2113	12501	2383	14457
9229	9387	9295	15204
13254	13535	2649	14561
12148	12083	13478	14569
10565	13824	13014	14399
9335	13217	12434	15261
5934	12009	6061	15362
8257	12768	8699	13726
2796	13402	12022	13564
1160	13275	14391	15973
11841	12512	13866	15190
8198	11911	13773	14765
10079	12473	10191	16077
9419	14515	12539	14517
13099	13807	13712	15142
11997	13067	2502	15893
12097	12383	11553	13078
11796	12595	11928	14816
13346	13691	11951	16312
6721	6824	13359	14527
8330	12202	8765	13577
11142	11050	13885	14573
9474	13976	9887	14752
12185	12742	12146	16267
13263	14905	14682	15343
9563	13691	13346	16312
12250	13739	10524	13858
12202	8330	13726	16646
12386	14201	4716	14632
11924	12689	11697	12711
10891	12275	13341	13610
11776	14980	13568	15609
9483	9167	13252	13570
12610	13175	12163	15257
12181	13542	12126	16286
4099	3817	12754	14454
2278	13937	13069	15713
12468	11798	13758	15084
9318	12545	13779	14038
7931	11977	13513	13555
1714	12879	1592	14333
9395	12810	9547	15381
6393	7182	12765	14080
8704	12570	12411	14498
5346	13902	13176	16343
10083	10004	12581	12977
12066	15040	14437	16059
2987	12022	2841	13965
2166	12080	2298	15871
11736	12192	12438	12789
12150	13880	11765	16465
12647	14230	11710	15737
4374	12460	13653	14902
11776	15609	13568	16191
12074	15061	14556	16136
7462	13099	12036	13807
11252	11154	12872	15496
11500	12625	12990	13595
8873	13407	9130	13421
12966	1254	13408	13459
3298	3125	12532	14443
6587	11854	6673	14323
11757	11911	12527	16646
7022	7020	5560	13274
1874	1683	13085	14046
12303	14228	13320	16044
11690	13773	12454	14619
11756	12155	12211	13992
8257	13376	12768	13726
12096	13407	12474	16357
11756	12201	12772	15773
12448	13368	6043	14785
10855	14015	13216	14235
11176	13342	11248	13373
8171	12741	8394	13467
11786	12030	12148	13478
11562	13875	13689	13885
12231	13111	11789	13391
12445	12558	6791	14018
9131	13825	12582	14063
4615	4408	4489	12169
11924	11697	12689	13377
12071	5966	12858	15275
6799	15829	6450	16678
9095	12596	14618	14761
10463	13016	12375	14415
9095	8509	12596	14761
12589	8896	14173	16571
11016	12861	12556	14047
12002	2856	13636	13944
5968	5819	13218	15018
7022	5560	5559	13274
6074	11908	13528	15939
12202	13577	8330	16646
11839	13257	13455	13558
12352	13788	8364	14879
12453	12631	11669	14127
10139	9846	12644	13710
11498	14659	13162	15361
11786	12148	12030	13110
4423	14207	12511	15813
11776	12539	12538	13166
6785	12558	6638	14018
12053	14920	13162	16063
12268	12913	11729	15531
1558	13036	13790	16212
9846	13705	12644	13710
8846	14420	13336	14693
12386	12850	4463	14201
11689	12711	11924	13313
12158	13108	10533	13544
7848	13526	7725	13665
12073	11865	12369	14812
12056	11557	12559	14670
11933	12689	11689	12711
6388	12806	960	14192
1956	11972	2191	13371
8382	12112	13013	14571
10100	9923	9785	12183
12787	11713	15042	15498
2459	12745	12215	14336
2215	12470	15526	16247
12666	14906	14188	16261
12024	12913	12268	15531
11976	13113	11667	13262
10827	13824	10565	14399
11899	12821	12599	15277
11706	12318	12151	13173
5962	13348	12954	14247
7463	13396	12985	14013
10891	13341	10758	13610
4129	4027	12268	12608
10999	12793	12676	14845
4625	12413	4812	13053
4027	12268	12608	14625
12084	11774	12670	15996
12209	12855	3568	14398
7404	7479	7109	14523
11922	11731	12667	13087
2996	12002	2856	13636
12140	11833	12943	16060
11629	14801	14989	15795
12187	12974	11507	13583
695	5489	5728	12758
11130	12863	12210	14235
8761	12768	12914	14467
8203	13137	12310	13143
8293	13154	8154	13599
11203	13356	12380	16458
3682	12931	15372	16055
13094	16146	14331	16150
5304	7255	13438	14875
12045	13285	11546	16647
13217	13322	9258	15238
10079	14543	12473	16077
11683	12183	13570	15844
4435	12660	4169	14035
11673	12744	12209	13259
9387	13959	9295	15204
11609	12109	12625	13516
12354	13084	7932	13690
12177	13112	12136	16427
9785	9923	9808	12183
12876	13810	2388	14327
5086	12079	13278	14632
1052	15190	13160	15363
3729	13142	12631	16689
10520	14058	13454	14281
10079	10136	10191	12473
10191	10136	10412	12473
2191	13493	11972	14222
1924	2260	12710	15573
11553	12383	12482	13078
8998	13096	12194	13814
11822	12025	13964	15264
11593	12165	12449	13500
11744	12318	12198	12771
3202	12205	12890	13668
9204	12409	9157	13043
1290	13080	14881	15901
7707	7136	12424	13181
12360	11637	13056	14680
12409	9315	13894	14847
10191	12473	10412	16077
13469	13604	10702	15795
12221	13209	10345	13519
5968	6070	5819	15018
2996	2856	12002	13944
2569	13062	12348	14509
12132	12917	15556	16364
4575	12826	12121	13946
11830	13111	12231	13391
11669	12453	13054	13142
11783	12228	12056	16301
12777	13359	6824	14527
3511	13029	12525	13515
12146	12185	11682	15949
12291	12439	9947	13435
13342	13373	11176	14912
10897	12897	12266	13907
8012	13194	12301	14895
13243	13906	1807	15760
11659	14188	14906	16261
12406	12582	11594	14063
5903	5654	5479	13035
2330	12624	13480	14376
9466	11961	10013	13380
11495	14493	12957	15472
11583	12066	14437	16059
2657	13789	12883	15237
6295	12281	942	13701
11828	12966	1130	13696
11420	13381	12210	14672
7265	6146	12370	13575
3738	14253	13077	14727
2805	12480	3328	14110
6368	5316	5298	12685
12264	12911	11872	16118
2657	13682	12883	13789
12148	13478	12645	14569
8229	12512	12339	14974
6043	12448	14785	15516
7674	13626	13295	16231
12610	13175	11891	13591
12318	13173	12771	15364
11699	12094	13204	15054
4479	14473	12920	14989
7377	6910	13213	14057
1759	1924	2260	12710
11731	12572	11922	12667
13335	7806	14383	16424
7464	12424	7361	13274
12148	13110	9270	13525
8382	7988	12112	14571
8358	13095	12119	13497
12211	14189	12829	16209
12084	13014	10813	13824
2361	13805	11941	15778
9483	13570	13252	14711
8642	13320	12303	14228
12844	14295	14052	15684
10467	12151	10347	13689
12147	12298	11724	13004
2191	13371	11972	13995
10721	12011	14059	15653
12124	13755	11968	14436
9667	13637	12322	14715
6176	6429	12315	13977
11673	12101	12818	16501
11684	12211	12155	15453
6789	13366	14511	15269
6438	13337	13883	13963
11513	12035	14153	14562
13094	13572	9272	14460
5044	12947	5200	14812
13296	14111	9922	14166
2546	12503	12993	13548
2285	12332	2702	14475
4129	12608	12268	14286
11786	12148	12083	13478
12378	12766	11700	15685
13114	13551	12945	15498
12481	13599	13462	15244
8509	9095	12596	14618
12725	12873	3073	14796
695	12976	5489	15035
11820	12983	11941	13017
9583	12919	9741	13940
10333	11922	10190	13552
3133	13001	12094	14012
1924	12710	1759	15573
12159	12897	11878	15360
4952	12142	13007	13827
12178	12201	11756	13975
9152	12322	9667	13637
11970	13410	6450	16678
12539	13166	12514	13796
1194	11983	1360	15846
11750	12201	12178	15640
7605	11935	7806	13335
4305	4261	13716	14505
13543	14495	3219	15697
10827	13014	10565	13824
12727	13983	13660	14263
12061	2066	14304	15940
12221	14986	13635	15369
12566	13530	12456	15736
11776	12287	15609	16191
12569	14470	13437	15248
12109	12967	12625	13516
9947	10029	10097	12439
12168	12213	11703	13954
11802	12900	12639	15013
11998	12672	14035	16190
8430	12959	12127	13714
4127	12256	12891	13503
12586	13032	7415	15362
